,Image,y0,x0,y1,x1
653,w_5687.jpg,303,1032,1371,2100
654,w_343.jpg,332,1031,1846,2545
655,w_5428.jpg,1089,838,2031,1780
656,w_2877.jpg,691,1317,1575,2201
657,w_3351.jpg,439,461,1813,1835
658,w_3934.jpg,0,505,1218,1981
659,w_3545.jpg,478,966,3324,3812
660,w_4621.jpg,329,1015,1897,2583
661,w_5727.jpg,1074,1327,3100,3353
662,w_2880.jpg,562,564,2048,2206
663,w_4959.jpg,0,0,3456,3757
664,w_5429.jpg,381,465,2873,2957
665,w_6346.jpg,81,551,1577,2047
666,w_5536.jpg,521,580,1837,1896
667,w_7677.jpg,437,1276,2045,2884
668,w_455.jpg,1134,1848,2970,3684
669,w_5099.jpg,1352,2147,1932,2727
670,w_7335.jpg,260,1109,1360,2209
671,w_6268.jpg,392,901,1472,1981
672,w_7652.jpg,825,652,1849,1676
673,w_2816.jpg,891,1228,2048,2564
674,w_1983.jpg,320,1011,1770,2461
675,w_2911.jpg,353,901,1861,2409
676,w_5427.jpg,0,0,3169,3443
677,w_8941.jpg,218,977,1704,2463
678,w_8769.jpg,0,796,1526,2368
679,w_5102.jpg,79,405,1755,2081
680,w_9313.jpg,0,226,1506,2086
681,w_9093.jpg,620,728,2048,2160
682,w_1026.jpg,0,770,1582,2596
683,w_2518.jpg,0,895,2633,3553
684,w_4371.jpg,1236,1499,2022,2285
685,w_9075.jpg,603,788,1695,1880
686,w_8019.jpg,473,806,2048,2418
687,w_5931.jpg,360,974,1278,1892
688,w_5051.jpg,0,1110,1690,2826
689,w_5327.jpg,200,1110,1252,2162
690,w_2199.jpg,0,924,1957,2946
691,w_8072.jpg,131,879,1707,2455
692,w_7589.jpg,579,807,1565,1793
693,w_3691.jpg,130,134,2048,2150
694,w_9072.jpg,841,618,2048,1910
695,w_482.jpg,688,2396,2650,4358
696,w_1899.jpg,0,54,1802,1864
697,w_8970.jpg,0,1683,943,2803
698,w_1024.jpg,528,1575,2968,4015
699,w_3512.jpg,0,777,1193,1973
700,w_782.jpg,583,957,1343,1717
701,w_8909.jpg,412,886,1958,2432
702,w_3509.jpg,744,948,1944,2148
703,w_6701.jpg,13,333,1955,2275
704,w_2645.jpg,0,0,2048,2069
705,w_5376.jpg,464,931,1804,2271
706,w_9346.jpg,193,807,1425,2039
707,w_6798.jpg,242,994,1778,2530
708,w_742.jpg,821,1154,1177,1510
709,w_6991.jpg,115,1041,1643,2569
710,w_7640.jpg,946,1287,1968,2309
711,w_74.jpg,216,1249,1234,2267
712,w_7501.jpg,0,1007,1318,2327
713,w_7447.jpg,96,21,1754,1679
714,w_9137.jpg,797,1331,1903,2437
715,w_7205.jpg,0,200,1405,1832
716,w_4350.jpg,455,1981,3456,5041
717,w_8976.jpg,399,419,1989,2009
718,w_1068.jpg,629,599,3001,2971
719,w_3902.jpg,694,786,2048,2322
720,w_840.jpg,282,525,2022,2265
721,w_9147.jpg,480,897,1632,2049
722,w_8039.jpg,60,1086,1046,2072
723,w_4552.jpg,163,474,1735,2046
724,w_8161.jpg,0,2082,3307,5184
725,w_2747.jpg,370,874,1558,2062
726,w_1518.jpg,0,1240,1354,2650
727,w_9095.jpg,0,1577,1204,2807
728,w_7387.jpg,432,263,2048,1905
729,w_8816.jpg,613,830,1443,1660
730,w_7993.jpg,259,670,1301,1712
731,w_8005.jpg,553,1003,1595,2045
732,w_4179.jpg,494,804,1984,2294
733,w_934.jpg,238,977,1988,2727
734,w_1373.jpg,1217,832,2655,2270
735,w_5511.jpg,146,1142,2552,3548
736,w_2405.jpg,754,821,1794,1861
737,w_6453.jpg,401,1279,1983,2861
738,w_5720.jpg,703,1178,1907,2382
739,w_6044.jpg,494,674,1626,1806
740,w_3844.jpg,727,1740,2819,3832
741,w_7859.jpg,360,713,1394,1747
742,w_8494.jpg,639,398,2048,2100
743,w_8170.jpg,495,1175,2027,2707
744,w_3810.jpg,356,1024,2048,2736
745,w_8282.jpg,1380,975,2048,1791
746,w_8748.jpg,260,1248,1414,2402
747,w_952.jpg,512,781,1714,1983
748,w_6002.jpg,134,788,2032,2686
749,w_3357.jpg,421,1245,2587,3411
750,w_8848.jpg,634,1110,1420,1896
751,w_3808.jpg,336,544,3420,3628
752,w_1525.jpg,0,571,1993,2691
753,w_755.jpg,509,1025,1271,1787
754,w_5247.jpg,678,3053,2684,5059
755,w_5196.jpg,420,599,2048,2259
756,w_8863.jpg,1131,1574,2991,3434
757,w_7425.jpg,722,814,2048,2348
758,w_4127.jpg,295,222,2048,2204
759,w_3751.jpg,378,781,1214,1617
760,w_2753.jpg,0,488,1639,2316
761,w_2868.jpg,858,381,1414,937
762,w_2206.jpg,218,860,1552,2194
763,w_1210.jpg,547,1166,1957,2576
764,w_5987.jpg,329,409,1693,1773
765,w_4249.jpg,728,837,2048,2279
766,w_4012.jpg,54,2190,1626,3762
767,w_4660.jpg,574,1862,2436,3724
768,w_4545.jpg,699,941,1521,1763
769,w_2737.jpg,536,253,2048,1829
770,w_651.jpg,191,707,1475,1991
771,w_7927.jpg,602,1582,1366,2346
772,w_484.jpg,166,355,1448,1637
773,w_4113.jpg,571,324,1573,1326
774,w_296.jpg,8,1345,1454,2791
775,w_7059.jpg,461,1092,1773,2404
776,w_5873.jpg,0,418,1673,2148
777,w_2145.jpg,300,36,1908,1644
778,w_6588.jpg,2339,1722,3456,3268
779,w_9125.jpg,885,1322,2048,2578
780,w_1000.jpg,751,903,1947,2099
781,w_1411.jpg,1230,2058,2882,3710
782,w_6834.jpg,554,1146,2024,2616
783,w_8585.jpg,172,893,1682,2403
784,w_8724.jpg,730,1064,2048,2628
785,w_5651.jpg,968,1514,2618,3164
786,w_9086.jpg,1105,1093,3181,3169
787,w_2786.jpg,585,876,1821,2112
788,w_4018.jpg,852,1331,1764,2243
789,w_5909.jpg,291,1421,3105,4235
790,w_3584.jpg,579,823,1681,1925
791,w_3831.jpg,555,1245,1491,2181
792,w_7590.jpg,0,0,3456,3604
793,w_7015.jpg,597,989,1583,1975
794,w_3010.jpg,589,1501,3109,4021
795,w_5463.jpg,425,3656,1801,5032
796,w_323.jpg,402,491,1934,2023
797,w_3794.jpg,0,678,1073,1908
798,w_5857.jpg,2,844,1178,2020
799,w_8201.jpg,25,685,1273,1933
800,w_837.jpg,96,494,1778,2176
801,w_946.jpg,149,1033,1971,2855
802,w_9100.jpg,551,705,1553,1707
803,w_4821.jpg,618,940,1576,1898
804,w_2238.jpg,546,609,1616,1679
805,w_2698.jpg,735,1101,1531,1897
806,w_6625.jpg,1468,1478,2048,2170
807,w_3994.jpg,641,983,1695,2037
808,w_5109.jpg,81,437,1551,1907
809,w_7039.jpg,692,1992,2682,3982
810,w_1206.jpg,125,1158,1357,2390
811,w_584.jpg,355,625,1635,1905
812,w_7366.jpg,135,749,1881,2495
813,w_9372.jpg,49,396,1797,2144
814,w_8118.jpg,176,1041,1458,2323
815,w_1764.jpg,449,631,1639,1821
816,w_7513.jpg,900,1369,1990,2459
817,w_2111.jpg,448,831,3046,3429
818,w_3427.jpg,718,1252,1980,2514
819,w_8840.jpg,0,1330,1764,3072
820,w_3051.jpg,389,692,1247,1550
821,w_8617.jpg,825,1773,2991,3939
822,w_5308.jpg,330,982,1916,2568
823,w_7746.jpg,215,1342,1187,2314
824,w_7470.jpg,197,102,1615,1520
825,w_4394.jpg,0,0,2048,2223
826,w_5307.jpg,584,1311,1644,2371
827,w_3134.jpg,462,0,1926,1299
828,w_9061.jpg,712,1934,2212,3434
829,w_8546.jpg,0,1491,1364,2855
830,w_2249.jpg,0,545,1496,2363
831,w_4524.jpg,316,1475,1526,2685
832,w_5332.jpg,243,505,2048,2435
833,w_8593.jpg,77,1141,1663,2727
834,w_9329.jpg,154,1463,1744,3053
835,w_7502.jpg,16,1106,1706,2796
836,w_8714.jpg,503,941,2048,2785
837,w_3809.jpg,51,0,2048,1912
838,w_6855.jpg,244,613,1240,1609
839,w_7062.jpg,78,604,1230,1756
840,w_6431.jpg,0,1880,2513,4692
841,w_1377.jpg,893,1610,2048,2790
842,w_1329.jpg,382,590,1694,1902
843,w_143.jpg,607,1381,1237,2011
844,w_1807.jpg,220,666,1452,1898
845,w_7663.jpg,113,845,1213,1945
846,w_5576.jpg,489,913,1887,2311
847,w_6429.jpg,691,2489,2231,4029
848,w_6839.jpg,0,259,1859,2185
849,w_3635.jpg,959,970,1961,1972
850,w_298.jpg,943,1093,2223,2373
851,w_404.jpg,349,1190,3043,3884
852,w_1553.jpg,0,661,1323,2163
853,w_3830.jpg,1238,2270,2960,3992
854,w_886.jpg,734,2200,2136,3602
855,w_7654.jpg,0,0,3456,3702
856,w_8684.jpg,146,506,1588,1948
857,w_5981.jpg,0,434,1524,1980
858,w_8662.jpg,0,1071,826,2071
859,w_4217.jpg,324,998,1712,2386
860,w_1279.jpg,287,1147,2048,3072
861,w_4768.jpg,356,582,1356,1582
862,w_8271.jpg,1090,1388,1708,2006
863,w_866.jpg,426,694,1432,1700
864,w_1881.jpg,652,1258,2048,2688
865,w_5126.jpg,0,610,1404,2198
866,w_6699.jpg,554,1115,1464,2025
867,w_8916.jpg,504,992,1658,2146
868,w_4553.jpg,576,644,1930,1998
869,w_4358.jpg,276,1032,1866,2622
870,w_2918.jpg,1186,1906,2048,3072
871,w_7576.jpg,85,1359,1893,3072
872,w_1455.jpg,0,484,1693,2216
873,w_4223.jpg,404,1079,1864,2539
874,w_5734.jpg,590,1005,1434,1849
875,w_4053.jpg,602,1734,1096,2228
876,w_2048.jpg,633,1835,3456,4793
877,w_5782.jpg,673,2664,1825,3816
878,w_5094.jpg,132,1103,1946,2917
879,w_2932.jpg,365,1239,1433,2307
880,w_8276.jpg,520,593,1656,1729
881,w_6478.jpg,1176,1027,3456,3663
882,w_4688.jpg,1257,1534,3456,3914
883,w_7867.jpg,457,766,1919,2228
884,w_402.jpg,604,1512,1334,2242
885,w_7464.jpg,579,365,1937,1723
886,w_1313.jpg,524,895,1540,1911
887,w_6442.jpg,609,1181,1351,1923
888,w_5157.jpg,724,506,1896,1678
889,w_6852.jpg,1337,1477,2819,2959
890,w_516.jpg,605,1055,1779,2229
891,w_3985.jpg,907,719,1979,1791
892,w_258.jpg,0,56,1646,1788
893,w_9298.jpg,55,613,2541,3099
894,w_175.jpg,774,1065,2048,2357
895,w_6803.jpg,602,1164,1584,2146
896,w_1359.jpg,607,497,1131,1021
897,w_2203.jpg,653,900,1757,2004
898,w_1337.jpg,0,634,2048,2964
899,w_7228.jpg,1039,1541,3073,3575
900,w_3763.jpg,683,933,1791,2041
901,w_6446.jpg,569,940,1747,2118
902,w_8613.jpg,341,811,2048,2567
903,w_2654.jpg,0,885,1522,2521
904,w_9410.jpg,0,698,1610,2458
905,w_992.jpg,628,1044,1570,1986
906,w_9183.jpg,917,1234,3456,3820
907,w_9036.jpg,1453,1868,2591,3006
908,w_4367.jpg,0,0,3382,3822
909,w_3164.jpg,443,1170,1535,2262
910,w_3168.jpg,249,849,2048,2739
911,w_3358.jpg,1060,1290,1618,1848
912,w_8750.jpg,342,1037,2048,2761
913,w_413.jpg,278,1623,1948,3072
914,w_7202.jpg,1445,95,2865,1515
915,w_243.jpg,455,441,1623,1609
916,w_8895.jpg,89,473,1691,2075
917,w_3793.jpg,619,1750,3245,4376
918,w_9435.jpg,849,1153,1655,1959
919,w_6763.jpg,604,1066,2954,3416
920,w_9001.jpg,102,1092,1600,2590
921,w_5318.jpg,136,584,1702,2150
922,w_4763.jpg,539,967,1461,1889
923,w_3106.jpg,0,1198,1566,2890
924,w_1583.jpg,465,2363,2725,4623
925,w_8175.jpg,79,426,1841,2188
926,w_4476.jpg,385,763,1531,1909
927,w_9263.jpg,0,485,1745,2357
928,w_927.jpg,474,478,2048,2358
929,w_1266.jpg,557,1182,1973,2598
930,w_5360.jpg,511,699,1281,1469
931,w_5065.jpg,441,827,1425,1811
932,w_8184.jpg,623,1284,1537,2198
933,w_1818.jpg,902,1354,1596,2048
934,w_5725.jpg,20,470,1600,2050
935,w_8280.jpg,802,933,1642,1773
936,w_2537.jpg,701,508,1833,1640
937,w_5105.jpg,645,1020,1781,2156
938,w_2783.jpg,622,1237,1674,2289
939,w_4793.jpg,1680,1394,3456,3234
940,w_9401.jpg,812,720,2048,2310
941,w_6258.jpg,414,1396,1406,2388
942,w_3364.jpg,736,229,2048,1681
943,w_8661.jpg,675,1101,1361,1787
944,w_3710.jpg,1050,942,1928,1820
945,w_4131.jpg,216,197,1732,1713
946,w_2646.jpg,256,824,2048,2630
947,w_3917.jpg,700,823,1756,1879
948,w_9035.jpg,73,1016,1803,2746
949,w_4293.jpg,607,1389,1527,2309
950,w_936.jpg,1380,1529,3276,3425
951,w_5178.jpg,136,272,2048,2294
952,w_3176.jpg,620,999,1522,1901
953,w_7574.jpg,269,848,2048,2644
954,w_97.jpg,560,1126,1566,2132
955,w_1397.jpg,214,1314,1700,2800
956,w_5384.jpg,890,1342,1772,2224
957,w_3468.jpg,136,612,1700,2176
958,w_5137.jpg,844,1277,1524,1957
959,w_609.jpg,425,743,1877,2195
960,w_8088.jpg,522,603,1612,1693
961,w_4381.jpg,26,924,1142,2040
962,w_2340.jpg,0,866,1875,2836
963,w_3459.jpg,954,560,1962,1568
964,w_6642.jpg,536,440,2042,1946
965,w_9099.jpg,385,453,1889,1957
966,w_8604.jpg,0,261,1766,2227
967,w_2705.jpg,425,483,2048,2299
968,w_3192.jpg,21,1075,1091,2145
969,w_4140.jpg,558,917,1758,2117
970,w_9153.jpg,723,1414,1165,1856
971,w_1035.jpg,77,958,1615,2496
972,w_4392.jpg,0,1428,2428,4196
973,w_3327.jpg,0,720,592,1370
974,w_4013.jpg,687,1685,2048,3072
975,w_8542.jpg,0,538,1352,1938
976,w_7310.jpg,907,1258,1771,2122
977,w_9181.jpg,0,462,1260,1848
978,w_16.jpg,678,330,2048,1858
979,w_2940.jpg,566,1233,1316,1983
980,w_5554.jpg,1107,2150,3273,4316
981,w_3429.jpg,63,562,1229,1728
982,w_8838.jpg,0,430,1997,2624
983,w_1995.jpg,233,775,1235,1777
984,w_2563.jpg,1142,1778,2102,2738
985,w_7288.jpg,775,764,1965,1954
986,w_1932.jpg,551,1480,1121,2050
987,w_2828.jpg,511,611,1855,1955
988,w_2131.jpg,514,1074,1188,1748
989,w_6087.jpg,662,1047,2048,2595
990,w_4403.jpg,471,1126,1599,2254
991,w_2652.jpg,0,1252,1374,2644
992,w_7544.jpg,1015,1120,1567,1672
993,w_2372.jpg,520,930,1386,1796
994,w_2070.jpg,772,882,1612,1722
995,w_2036.jpg,841,957,2048,2321
996,w_5800.jpg,1805,1822,3456,3650
997,w_269.jpg,281,625,1447,1791
998,w_7437.jpg,135,1253,1309,2427
999,w_6199.jpg,398,1150,1528,2280
1000,w_4517.jpg,0,1368,1957,3352
1001,w_9466.jpg,563,1349,2009,2795
1002,w_6490.jpg,525,1718,2853,4046
1003,w_1157.jpg,166,525,1364,1723
1004,w_5885.jpg,471,1137,1281,1947
1005,w_2492.jpg,0,1134,1083,2314
1006,w_993.jpg,234,2073,1390,3072
1007,w_2870.jpg,0,1279,1313,2655
1008,w_3100.jpg,759,1657,1787,2685
1009,w_5410.jpg,903,2163,2959,4219
1010,w_1949.jpg,111,1056,1651,2596
1011,w_1067.jpg,0,0,2613,3063
1012,w_6210.jpg,1036,1392,2048,2548
1013,w_3916.jpg,275,0,1675,1262
1014,w_4955.jpg,1330,2147,3456,4527
1015,w_2955.jpg,480,1179,2048,2931
1016,w_6506.jpg,503,957,1543,1997
1017,w_822.jpg,1097,2360,2783,4046
1018,w_1537.jpg,212,936,1874,2598
1019,w_2493.jpg,852,1494,1754,2396
1020,w_8454.jpg,938,1092,1264,1418
1021,w_5241.jpg,665,1329,971,1635
1022,w_5221.jpg,862,353,2048,1719
1023,w_8702.jpg,840,782,2042,1984
1024,w_2056.jpg,72,1957,3040,4925
1025,w_1466.jpg,620,993,1726,2099
1026,w_3202.jpg,287,574,2048,2506
1027,w_1589.jpg,463,711,1065,1313
1028,w_6449.jpg,91,985,2048,3071
1029,w_6340.jpg,798,864,2048,2150
1030,w_7653.jpg,0,0,2048,2601
1031,w_646.jpg,521,992,1501,1972
1032,w_9133.jpg,445,1129,1655,2339
1033,w_4567.jpg,0,84,1566,1796
1034,w_8636.jpg,1640,801,3456,2987
1035,w_1530.jpg,1085,1156,3361,3432
1036,w_8785.jpg,0,593,1084,1797
1037,w_7898.jpg,867,2244,3323,4700
1038,w_3957.jpg,209,1273,1045,2109
1039,w_5622.jpg,1505,1235,3456,3207
1040,w_2897.jpg,647,933,3247,3533
1041,w_5452.jpg,675,1248,1943,2516
1042,w_4581.jpg,119,1469,3045,4395
1043,w_4191.jpg,699,1067,1545,1913
1044,w_3184.jpg,0,957,2701,3671
1045,w_8626.jpg,731,519,2983,2771
1046,w_4514.jpg,996,579,1948,1531
1047,w_2396.jpg,777,1193,2211,2627
1048,w_6526.jpg,804,1142,1734,2072
1049,w_4554.jpg,567,149,2048,1851
1050,w_4858.jpg,294,706,1954,2366
1051,w_3417.jpg,338,960,1354,1976
1052,w_5668.jpg,713,905,1829,2021
1053,w_8081.jpg,900,981,3456,3537
1054,w_5002.jpg,0,613,1585,2283
1055,w_7945.jpg,189,546,1649,2006
1056,w_8248.jpg,0,857,1788,2929
1057,w_5739.jpg,37,922,1153,2038
1058,w_1997.jpg,1019,1911,1933,2825
1059,w_4918.jpg,0,447,1689,2313
1060,w_3073.jpg,62,935,1150,2023
1061,w_7426.jpg,112,809,1922,2619
1062,w_9164.jpg,363,973,1247,1857
1063,w_1828.jpg,391,428,1723,1760
1064,w_3507.jpg,687,1141,1613,2067
1065,w_6782.jpg,297,1668,1369,2740
1066,w_3629.jpg,249,1192,1831,2774
1067,w_4315.jpg,461,738,1393,1670
1068,w_6198.jpg,551,965,1627,2041
1069,w_9151.jpg,1526,1586,2048,2216
1070,w_1177.jpg,507,1361,1265,2119
1071,w_8997.jpg,982,1867,2888,3773
1072,w_6034.jpg,367,1006,1825,2464
1073,w_9430.jpg,954,0,2048,1187
1074,w_8031.jpg,490,1104,1302,1916
1075,w_8406.jpg,1320,1064,1886,1630
1076,w_5528.jpg,0,1766,3456,5184
1077,w_740.jpg,695,1049,2017,2371
1078,w_4658.jpg,672,1034,1974,2336
1079,w_4426.jpg,0,287,882,1329
1080,w_6789.jpg,0,0,1738,1709
1081,w_9259.jpg,1099,1579,2699,3179
1082,w_4330.jpg,0,1296,1915,3542
1083,w_7683.jpg,89,793,2017,2721
1084,w_8571.jpg,839,267,2048,2195
1085,w_177.jpg,400,762,2048,2568
1086,w_3868.jpg,279,972,1651,2344
1087,w_8044.jpg,899,792,1979,1872
1088,w_6835.jpg,772,340,2048,1654
1089,w_4153.jpg,456,945,2048,2885
1090,w_8627.jpg,0,0,1837,1800
1091,w_3260.jpg,209,585,1501,1877
1092,w_676.jpg,90,836,1620,2366
1093,w_3053.jpg,612,1114,2048,2648
1094,w_266.jpg,0,499,1383,2261
1095,w_8274.jpg,793,0,2041,1070
1096,w_1204.jpg,170,933,1588,2351
1097,w_616.jpg,833,686,2048,1918
1098,w_4919.jpg,629,1550,1285,2206
1099,w_3899.jpg,1611,1976,3456,3872
1100,w_4983.jpg,298,1079,1588,2369
1101,w_9359.jpg,464,803,1894,2233
1102,w_8028.jpg,18,21,1674,1677
1103,w_7873.jpg,289,932,1329,1972
1104,w_1801.jpg,643,705,2048,2273
1105,w_5290.jpg,476,1083,1472,2079
1106,w_1529.jpg,543,1288,1481,2226
1107,w_4215.jpg,813,1115,1739,2041
1108,w_1489.jpg,0,78,1933,2222
1109,w_59.jpg,338,654,1514,1830
1110,w_9456.jpg,606,765,1666,1825
1111,w_9294.jpg,618,501,2048,2051
1112,w_4003.jpg,0,1040,979,2030
1113,w_7606.jpg,507,1104,1597,2194
1114,w_1793.jpg,614,1154,1350,1890
1115,w_1275.jpg,606,985,1636,2015
1116,w_2150.jpg,872,963,2302,2393
1117,w_4056.jpg,1227,2624,2677,4074
1118,w_4183.jpg,288,817,1782,2311
1119,w_5957.jpg,162,952,1636,2426
1120,w_73.jpg,1037,860,3456,3322
1121,w_9143.jpg,755,795,1909,1949
1122,w_1961.jpg,316,539,1756,1979
1123,w_4899.jpg,479,1805,3085,4411
1124,w_91.jpg,0,1262,1886,3154
1125,w_5535.jpg,0,629,2048,3072
1126,w_1684.jpg,13,522,1483,1992
1127,w_465.jpg,0,467,1128,1689
1128,w_435.jpg,0,787,1241,2061
1129,w_7175.jpg,0,287,1882,2249
1130,w_6032.jpg,234,943,2048,3072
1131,w_9065.jpg,547,917,1901,2271
1132,w_5246.jpg,311,494,2048,2306
1133,w_3284.jpg,853,1179,1703,2029
1134,w_21.jpg,100,0,1820,1704
1135,w_5091.jpg,552,570,1912,1930
1136,w_4531.jpg,0,974,1369,2392
1137,w_4576.jpg,713,1328,1995,2610
1138,w_4557.jpg,463,2160,1553,3072
1139,w_1756.jpg,316,170,1934,1788
1140,w_1016.jpg,107,593,1427,1913
1141,w_4354.jpg,107,1283,2048,3072
1142,w_4720.jpg,559,919,1835,2195
1143,w_5100.jpg,533,1497,1205,2169
1144,w_3863.jpg,407,384,2048,2106
1145,w_5520.jpg,1397,1578,2649,2830
1146,w_3931.jpg,465,753,1487,1775
1147,w_1112.jpg,440,951,1396,1907
1148,w_5928.jpg,0,344,1782,2354
1149,w_2120.jpg,680,1116,1702,2138
1150,w_355.jpg,388,724,1404,1740
1151,w_1802.jpg,579,529,1707,1657
1152,w_3355.jpg,1148,1228,2470,2550
1153,w_3697.jpg,166,656,1588,2078
1154,w_3516.jpg,938,1951,2444,3457
1155,w_7782.jpg,0,1188,1131,2774
1156,w_6929.jpg,521,1480,2659,3618
1157,w_4273.jpg,668,1621,3456,4761
1158,w_5856.jpg,548,982,1920,2354
1159,w_8763.jpg,1204,1372,1994,2162
1160,w_1563.jpg,0,1263,1266,2693
1161,w_3790.jpg,621,1324,1035,1738
1162,w_1870.jpg,125,533,1583,1991
1163,w_7349.jpg,198,1055,1198,2055
1164,w_8643.jpg,574,1059,1922,2407
1165,w_1517.jpg,653,1325,1545,2217
1166,w_261.jpg,175,470,1399,1694
1167,w_9214.jpg,271,1376,1771,2876
1168,w_1812.jpg,919,703,3456,3477
1169,w_1795.jpg,260,1073,1450,2263
1170,w_2539.jpg,658,692,2048,2384
1171,w_3474.jpg,91,937,1417,2263
1172,w_1491.jpg,327,495,2048,2267
1173,w_8319.jpg,589,850,1745,2006
1174,w_1364.jpg,242,526,2018,2302
1175,w_6600.jpg,1207,1638,2763,3194
1176,w_9200.jpg,462,867,1512,1917
1177,w_3093.jpg,164,855,1666,2357
1178,w_2564.jpg,28,1139,1878,2989
1179,w_5801.jpg,0,774,1741,2864
1180,w_8259.jpg,0,549,1509,2369
1181,w_8721.jpg,47,957,1961,2871
1182,w_6285.jpg,306,834,1694,2222
1183,w_6247.jpg,421,1074,3101,3754
1184,w_9326.jpg,1508,2175,3364,4031
1185,w_3848.jpg,402,1065,2048,2851
1186,w_7758.jpg,0,519,1291,1985
1187,w_1456.jpg,289,628,1325,1664
1188,w_5726.jpg,248,1098,1728,2578
1189,w_3692.jpg,0,951,2048,3072
1190,w_6030.jpg,1048,1733,2650,3335
1191,w_5722.jpg,0,485,1711,2371
1192,w_2265.jpg,636,139,2048,1885
1193,w_5270.jpg,510,1218,2542,3250
1194,w_7691.jpg,439,1379,1277,2217
1195,w_4280.jpg,1002,1320,3044,3362
1196,w_4253.jpg,930,626,2048,1780
1197,w_717.jpg,373,953,1437,2017
1198,w_3005.jpg,160,1299,2670,3809
1199,w_5704.jpg,996,1422,3040,3466
1200,w_1039.jpg,386,758,1842,2214
1201,w_6331.jpg,557,608,1963,2014
1202,w_5915.jpg,443,87,2989,2633
1203,w_2913.jpg,1151,1359,2048,2415
1204,w_5503.jpg,656,505,2048,2201
1205,w_6548.jpg,0,731,1506,2291
1206,w_4503.jpg,880,1589,3412,4121
1207,w_9244.jpg,52,0,1792,1700
1208,w_1073.jpg,94,766,1070,1742
1209,w_8124.jpg,157,552,1283,1678
1210,w_3886.jpg,536,1381,1888,2733
1211,w_7467.jpg,368,637,1600,1869
1212,w_4860.jpg,576,803,1750,1977
1213,w_8531.jpg,552,1005,2048,2773
1214,w_1984.jpg,1772,1600,3188,3016
1215,w_1221.jpg,2036,1730,3264,2958
1216,w_670.jpg,824,1091,1824,2091
1217,w_4176.jpg,23,571,1323,1871
1218,w_4544.jpg,0,407,1528,2017
1219,w_5804.jpg,781,772,2048,2058
1220,w_4423.jpg,681,2379,3456,5184
1221,w_3854.jpg,459,1325,1585,2451
1222,w_3413.jpg,679,1048,1335,1704
1223,w_3209.jpg,400,819,1324,1743
1224,w_8103.jpg,681,1398,1457,2174
1225,w_2323.jpg,320,1198,1484,2362
1226,w_7319.jpg,67,1043,1421,2397
1227,w_3126.jpg,355,435,1721,1801
1228,w_9064.jpg,334,385,1816,1867
1229,w_5493.jpg,798,1794,2856,3852
1230,w_3878.jpg,420,952,1902,2434
1231,w_9024.jpg,1029,1525,1997,2493
1232,w_3232.jpg,305,1479,1417,2591
1233,w_4129.jpg,577,1456,1365,2244
1234,w_2847.jpg,461,1483,2651,3673
1235,w_3680.jpg,116,375,1542,1801
1236,w_5765.jpg,198,1101,1350,2253
1237,w_125.jpg,171,624,1119,1572
1238,w_3655.jpg,164,744,1580,2160
1239,w_2209.jpg,0,1741,1113,3072
1240,w_636.jpg,547,817,1481,1751
1241,w_8409.jpg,1121,1520,1689,2088
1242,w_2881.jpg,723,1035,1683,1995
1243,w_8536.jpg,0,374,1105,1686
1244,w_4030.jpg,187,460,1789,2062
1245,w_1924.jpg,0,1074,2521,4094
1246,w_259.jpg,1291,1650,3217,3576
1247,w_3461.jpg,818,1207,1672,2061
1248,w_2089.jpg,105,868,1563,2326
1249,w_9239.jpg,434,749,2048,2489
1250,w_1005.jpg,323,1260,2667,3604
1251,w_3952.jpg,171,0,791,523
1252,w_3172.jpg,452,1263,1700,2511
1253,w_2401.jpg,470,1035,1956,2521
1254,w_8425.jpg,1141,86,2048,1508
1255,w_6644.jpg,498,1047,1690,2239
1256,w_523.jpg,715,1293,1797,2375
1257,w_399.jpg,1173,1898,2435,3160
1258,w_3212.jpg,413,411,1763,1761
1259,w_1799.jpg,260,506,2624,2870
1260,w_4611.jpg,676,1226,1876,2426
1261,w_7253.jpg,304,1029,1802,2527
1262,w_7439.jpg,50,905,1276,2131
1263,w_3521.jpg,315,803,2285,2773
1264,w_4292.jpg,285,840,2048,2610
1265,w_8156.jpg,1526,408,1892,774
1266,w_2412.jpg,548,971,1384,1807
1267,w_2701.jpg,683,1180,1539,2036
1268,w_8429.jpg,662,645,1984,1967
1269,w_491.jpg,926,787,3334,3195
1270,w_5977.jpg,0,938,1040,2106
1271,w_7742.jpg,823,2086,2679,3942
1272,w_9297.jpg,0,1037,1330,2447
1273,w_2236.jpg,886,1198,3386,3698
1274,w_8198.jpg,357,1134,1985,2762
1275,w_7933.jpg,255,388,1567,1700
1276,w_7594.jpg,148,1404,2070,3326
1277,w_614.jpg,1457,2618,3456,4808
1278,w_1256.jpg,410,711,1460,1761
1279,w_443.jpg,309,162,1125,978
1280,w_6045.jpg,372,1328,2048,3072
1281,w_1145.jpg,127,116,1475,1464
1282,w_2980.jpg,753,1771,2483,3501
1283,w_8339.jpg,908,893,1810,1795
1284,w_2616.jpg,599,1065,1661,2127
1285,w_6501.jpg,375,945,1781,2351
1286,w_1263.jpg,141,228,1555,1642
1287,w_5698.jpg,751,1523,1791,2563
1288,w_1200.jpg,432,1149,1084,1801
1289,w_2744.jpg,391,1316,2443,3368
1290,w_8450.jpg,595,738,1755,1898
